sequence,event_type,symbol,recorded_decision,replayed_decision,matched,detail
5771,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5772,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5773,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5774,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5775,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5776,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5777,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5778,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5779,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5780,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5781,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5782,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5783,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5784,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5785,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5786,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5787,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5788,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5789,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5790,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5791,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5792,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5793,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5794,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5795,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5796,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5797,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5798,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5799,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5800,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5801,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5802,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5803,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5804,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5805,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5806,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5807,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5808,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5809,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5810,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5811,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5812,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5813,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5814,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5815,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5816,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5817,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5818,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5819,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5820,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5821,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5822,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5823,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5824,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5825,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5826,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5827,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5828,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5829,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5830,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5831,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5832,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5833,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5834,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5835,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5836,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5837,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5838,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5839,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5840,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5841,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5842,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5843,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5844,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5845,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5846,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5847,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5848,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5849,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5850,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5851,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5852,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5853,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5854,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5855,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5856,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5857,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5858,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5859,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5860,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5861,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5862,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5863,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5864,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5865,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5866,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5867,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5868,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5869,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5870,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5871,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5872,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5873,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5874,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5875,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5876,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5877,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5878,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5879,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5880,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5881,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5882,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5883,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5884,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5885,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5886,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5887,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5888,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5889,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5890,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5891,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5892,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5893,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5894,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5895,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5896,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5897,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5898,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5899,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5900,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5901,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5902,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5903,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5904,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5905,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5906,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5907,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5908,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5909,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5910,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5911,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5912,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5913,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5914,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5915,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5916,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5917,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5918,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5919,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5920,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5921,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5922,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5923,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5924,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5925,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5926,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5927,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5928,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5929,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5930,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5931,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5932,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5933,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5934,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5935,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5936,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5937,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5938,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5939,position_evaluated,SIKA-EQ,hold,hold,True,target and post-trail stop decision
5940,position_evaluated,SIKA-EQ,exit,exit,True,target and post-trail stop decision
