sequence,event_type,symbol,recorded_decision,replayed_decision,matched,detail
5970,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
5971,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
5972,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5973,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5974,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5975,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
5976,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
5977,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
5978,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
5979,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
5980,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5981,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5982,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5983,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
5984,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
5985,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
5986,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
5987,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
5988,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5989,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5990,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5991,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
5992,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
5993,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
5994,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
5995,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
5996,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5997,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5998,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
5999,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6000,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6001,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6002,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6003,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6004,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6005,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6006,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6007,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6008,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6009,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6010,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6011,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6012,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6013,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6014,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6015,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6016,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6017,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6018,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6019,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6020,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6021,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6022,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6023,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6024,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6025,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6026,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6027,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6028,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6029,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6030,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6031,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6032,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6033,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6034,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6035,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6036,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6037,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6038,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6039,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6040,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6041,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6042,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6043,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6044,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6045,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6046,candidate_validation,BBOX-EQ,rejected,rejected,True,"Breakout check failed: candle fetch error (POST https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData failed with status=403, content_type=unknown, client_public_ip=13.126.199.100, client_local_ip=172.31.33.249: Access denied because of exceeding access rate)"
6047,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6048,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6049,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6050,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6051,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6052,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6053,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6054,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6055,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6056,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6057,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6058,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6059,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6060,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6061,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6062,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6063,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6064,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6065,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6066,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6067,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6068,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6069,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6070,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6071,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6072,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6073,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6074,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6075,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6076,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6077,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6078,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6079,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6080,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6081,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6082,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6083,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6084,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6085,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6086,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6087,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6088,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6089,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6090,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6091,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6092,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6093,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6094,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6095,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6096,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6097,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6098,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6099,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6100,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6101,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6102,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6103,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6104,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6105,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6106,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6107,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6108,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6109,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6110,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6111,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6112,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6113,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6114,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6115,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6116,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6117,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6118,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6119,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6120,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6121,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6122,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6123,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6124,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6125,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6126,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6127,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6128,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6129,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6130,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6131,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6132,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6133,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6134,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6135,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6136,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6137,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6138,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6139,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6140,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6141,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6142,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6143,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6144,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6145,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6146,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6147,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6148,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6149,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6150,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6151,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6152,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6153,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6154,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6155,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6156,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6157,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6158,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6159,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6160,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
6161,broker_tradability_result,,candidates_available,candidates_available,True,captured filter outcome
6162,candidate_validation,SIKA-EQ,rejected,rejected,True,Range position 0.783 < 0.85 (price retreating from high)
6163,candidate_validation,ALLTIME-EQ,rejected,rejected,True,Range position 0.821 < 0.85 (price retreating from high)
6164,candidate_validation,TDPOWERSYS-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6165,candidate_validation,BLACKBUCK-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6166,candidate_validation,BBOX-EQ,rejected,rejected,True,"Volume check failed: need >=3 candles, got 0"
6167,scan_completed,,candidates_ranked,candidates_ranked,True,"recorded=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']; replayed=['TDPOWERSYS-EQ', 'SIKA-EQ', 'BLACKBUCK-EQ', 'ALLTIME-EQ', 'BBOX-EQ']"
6168,tradability_filter,,candidates_available,candidates_available,True,captured filter outcome
